星级	名字	介绍	其他	网址	电话
4	合肥安之酒店	合肥安之酒店是由安徽安之酒店集团投资建造的高档城市商务酒店。酒店位于合肥市高新区科学大道，靠近风景秀美、空气怡人的大蜀山，交通便利，紧邻地铁 2 号线科学大道站。	['开业：2018', '客房数：99']	https://hotels.ctrip.com/hotels/detail/?hotelId=14815888	联系方式：0551-64887117
4	合肥皖能大厦	酒店是由皖能集团投资，集客房、餐饮、娱乐、办公为一体的四星旅游饭店。楼高16层，建筑面积18000平方米。	['开业：1999', '装修时间：2011', '客房数：166']	https://hotels.ctrip.com/hotels/detail/?hotelId=1486761	联系方式：0551-62225056
4	黄山歙县饭店	黄山歙县饭店位于历史文化名城——歙县，地处国家4A级旅游景区徽州古城内，距棠越牌坊群、距花山谜窟、屯溪老街等景区约半小时车程。	['开业：2009', '装修时间：2018', '客房数：221']	https://hotels.ctrip.com/hotels/detail/?hotelId=1500138	联系方式：0559-6610000
4	合肥国联南艳湖酒店	合肥国联南艳湖酒店位于合肥市经济开发区宿松路（医药健康产业园内），是集客房、餐饮、宴席、会议、康乐为一体的综合性酒店。酒店总建筑面积达38000平方。酒店周边环境优美、交通便利、位置优越，毗邻景色秀丽的南艳湖生态旅游景区，距离合肥高铁南站及合肥包河大道高速出入口、金寨路高速出入口约10分钟车程，临近滨湖新区和经开区商业中心，紧靠宿松路、锦绣大道和徽州大道，前往合肥融创乐园也十分便利。	['开业：2014', '客房数：182']	https://hotels.ctrip.com/hotels/detail/?hotelId=1520365	联系方式：0551-62211153
4	曙光薇酒店(合肥瑶海店)	曙光薇酒店(合肥瑶海店)坐落于合肥市瑶海区北一环与胜利路交叉口的中星城商业区,隶属于曙光酒店集团旗下一家艺术精品酒店，融合了徽派艺术的建筑风格.匠心工艺及优雅艺术与现代风情于一身，为宾客开启一段难以忘怀的舒适体验。酒店交通便捷，毗邻新亚汽车站与合肥地铁一号线，距离合肥购物盛地—淮河路步行街约十分钟车程，地理位置优越。	['开业：2018', '装修时间：2018', '客房数：156']	https://hotels.ctrip.com/hotels/detail/?hotelId=15533084	联系方式：0551-62256777
4	合肥雅豪格莱德酒店	合肥雅豪格莱德酒店位于合肥市行政中心、商务文化中心位置的政务区，交通便捷。	['开业：2010', '装修时间：2017', '客房数：72']	https://hotels.ctrip.com/hotels/detail/?hotelId=1583732	联系方式：0551-62217000
4	合肥滨湖云谷路地铁站亚朵酒店	合肥滨湖云谷路地铁站亚朵酒店位于滨湖新区云谷路与庐州大道交口向西约150米，毗邻滨湖银泰城，地处安徽省金融核心区，紧邻中国银行省分行、徽商银行总部、安徽省农村信用社联合社，中国建设银行省分行，中国工商银行后台中心，中国人寿安徽金融中心，地铁1号线和地铁5号线交口云谷路站E口出向西约100米，乘地铁可直达融创茂，融创文旅城，融创水世界，滨湖国际会展中心，安徽省政府，距离巢湖、岸上草原约5分钟车程，距离安徽名人馆、渡江战役纪念馆、安徽创新馆、安徽科技馆约10分钟车程，环靠金斗公园、塘西河公园。	['开业：2018', '客房数：85']	https://hotels.ctrip.com/hotels/detail/?hotelId=15898520	联系方式：0551-62839990
4	黄山澍德堂-暖山町民宿	民宿位于黄山市汤口镇寨西新村（移动公司正对面），距离黄山风景区寨西换乘中心很近。	['开业：2018', '客房数：14']	https://hotels.ctrip.com/hotels/detail/?hotelId=15911950	联系方式：18955923737
4	安庆南翔大酒店	安庆南翔大酒店位于安庆经济技术开发区的“黄金腹地”暨全国著名的“安庆光彩大市场”北端、安庆市迎宾西路与龙眠山北路交叉口，距安庆长江大桥/沪渝高速路口约4公里、市政府政务中心或市中心约6公里，地理位置优越，交通便利。　	['开业：2014', '客房数：298']	https://hotels.ctrip.com/hotels/detail/?hotelId=1593190	联系方式：0556-5928888
4	安庆尊悦酒店	安庆尊悦酒店位于古皖首府安庆，地理位置优越、交通便利。东倚振风塔，南临万里长江，环境优美，闹中有静。	['开业：2009', '装修时间：2019', '客房数：150']	https://hotels.ctrip.com/hotels/detail/?hotelId=1600836	联系方式：0556-5561111
4	合肥高新科学大道亚朵酒店	合肥高新科学大道亚朵酒店位于花园式国家高新技术产业开发区内，紧邻风景秀丽的蜀山风景区。酒店交通便利，毗邻馨园美食一条街、百大鼓楼购物中心、大蜀山、天鹅湖、翡翠湖、安徽大剧院、火车西站等，是入住的理想选择。	['开业：2018', '客房数：64']	https://hotels.ctrip.com/hotels/detail/?hotelId=16011851	联系方式：0551-63351099
4	合肥璞真酒店	合肥璞真酒店位于望江路与宿松路交叉口交通便利，毗邻合肥市几大开发区，紧邻政务新区，地理位置优越，周边餐饮娱乐设施齐全。	['开业：2018', '装修时间：2019', '客房数：88']	https://hotels.ctrip.com/hotels/detail/?hotelId=1603528	联系方式：0551-62873739
4	宏村水墨东篱民宿	宏村水墨东篱民宿位于碧阳镇碧山乡石亭村鹤山组，近宏村景村。	['开业：2018', '装修时间：2018', '客房数：17']	https://hotels.ctrip.com/hotels/detail/?hotelId=16068779	联系方式：0559-5548787
4	芜湖国信大酒店	芜湖国信大酒店地处芜湖经济技术开发区中心位置，距方特欢乐世界仅7分钟车程，毗邻奇瑞汽车、海螺型材、美的制冷、大陆汽车、三安光电、可耐福、日立公司等大型知名企业。	['开业：1998', '装修时间：2017', '客房数：231']	https://hotels.ctrip.com/hotels/detail/?hotelId=1613987	联系方式：0553-5844888
4	合肥天宫国际酒店	合肥天宫国际酒店位于合肥市经济技术开发区翡翠路与丹霞路交汇处，北临经开区管委会、中环城购物中心，西邻翡翠湖公园，东临星达城购物中心，近20家高校环绕四周，众多企事业单位林立周边；酒店距市区520分钟车程，距安徽国际会展中心、徽园、海洋公园约3分钟车程，优越的地理位置、浓厚的文化气息使酒店成为商务旅行、学术交流、休闲度假的上佳选择。	['开业：2012', '装修时间：2017', '客房数：260']	https://hotels.ctrip.com/hotels/detail/?hotelId=1632944	联系方式：0551-62552111
4	伯爵世家酒店(合肥双岗店)	伯爵世家酒店(合肥双岗店)集住宿、会议于一体，交通便利，位于合肥市北一环路与阜阳路交叉口国金大厦，主楼层高27层，全层高速无线WIFI覆盖。8-25楼为客房区，共计拥有各类房型240间，房间舒适、典雅、干净。26楼为舒适的自助餐厅，宾客用餐时可纵览合肥城区美景，早餐拥有近50种不同的品种，听着动听的背景音乐，感受营养、健康、味美。	['开业：2011', '装修时间：2019', '客房数：240']	https://hotels.ctrip.com/hotels/detail/?hotelId=1632958	联系方式：0551-65555000
4	合肥中铁凯莱酒店	包河区望江东路96号，临近合肥高铁南站，中国科技大学（中铁四局集团东侧，省儿童医院对面），紧邻政务新区，毗邻合肥市几大开发区，距市中心商业繁华地段仅5分钟车程，距合肥南站10分钟车程，距新桥国际机场40分钟车程。	['开业：2014', '客房数：170']	https://hotels.ctrip.com/hotels/detail/?hotelId=1632995	联系方式：0551-65216666
4	合肥安港徽苑酒店	合肥安港徽苑酒店位于长江西路与潜山路交汇处，地铁2、3号线交口，交通便利，至市政府政务中心车程约5分钟，毗邻五里墩立交桥；周边有天玥购物中心，1912酒吧街，之心城，庐西门购物中心，国购广场。 	['开业：2010', '装修时间：2016', '客房数：123']	https://hotels.ctrip.com/hotels/detail/?hotelId=1633110	联系方式：0551-62806399
4	合肥滨湖精品酒店	酒店坐落于中国安徽省合肥市滨湖新区徽州大道，地处商务、交通中心地带。距离合肥CBD、高铁南站、商场、巢湖、融创乐园等众多区域仅咫尺之遥。	['开业：2012', '装修时间：2017', '客房数：108']	https://hotels.ctrip.com/hotels/detail/?hotelId=1633188	联系方式：0551-65779999
4	合肥宜临国际大酒店	合肥宜临国际大酒店位于合肥市一环路中心黄金地段——桐城路，毗邻芜湖路及环城公园，北邻银河公园.四牌楼.淮河路步行街.三孝口中心；西接金寨路高架.安徽省安医附院；东邻徽州大道、大钟楼、包公祠名胜景区、万达广场；南接屯溪路南一环快速通道。酒店地理位置极其优越，交通便，距离三孝口、长江路、四牌楼、淮河路步行街、包公祠名胜景区、万达广场、安徽省安医附院约5分钟车程。	['开业：2007', '装修时间：2017', '客房数：187']	https://hotels.ctrip.com/hotels/detail/?hotelId=1633502	联系方式：0551-62961008
4	芜湖和众观景酒店	芜湖和众观景酒店位于镜湖区观澜路，邻近天主教堂、长江，景色壮丽。酒店毗邻吉和广场，靠近长航大楼，地理位置优越，为游客的出行购物提供了便利。	['开业：2013', '客房数：111']	https://hotels.ctrip.com/hotels/detail/?hotelId=1634745	联系方式：0553-5113333
4	桔子酒店(合肥三孝口金寨路店)	酒店地处繁华市中心长江中路商业区（金寨路与庐江路交叉口向东约120米），面临风景怡人的环城公园；周边景区环绕，与包公祠、李鸿章故居、明孝寺、逍遥津公园、包河公园、城隍庙、女人街等毗邻。	['开业：2019', '客房数：147']	https://hotels.ctrip.com/hotels/detail/?hotelId=1642263	联系方式：0551-65322886-9
4	黄山屯溪老街新安江畔亚朵酒店	黄山屯溪老街新安江畔亚朵酒店位于安徽省黄山市屯溪区徽派美食城，新安江畔，昱城东南；黄口桥头，半水半街。	['开业：2019', '客房数：72']	https://hotels.ctrip.com/hotels/detail/?hotelId=1648800	联系方式：0559-2598899-0
4	黄山山行翡翠山墅	黄山山行翡翠山墅坐落于黄山风景区翡翠谷景区内，临近南大门换乘中心，周边景点众多，有翡翠谷、飘雪温泉、九龙瀑、天湖漂流、玻璃栈道、宏村呈坎等景区。山行民宿由香港知名设计师打造，简约中透着诗意，设计新颖独特，临窗可以观山，推门就是院落。浮躁而喧嚣的城市，在你感到身心疲累时，山行是你在旅途中寻觅归属感的**地方，同时，让你寻找记忆中最美的自己，择一山行.居山而栖	['开业：2018', '装修时间：2019', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=1648887	联系方式：0559-5577380
4	芜湖海螺国际会议中心	海螺国际会议中心坐落于芜湖高新开发区，毗邻高校园区，205国道、沿江高速公路在此交汇，交通便捷环境优雅，总建筑面积14万平方米，欧式建筑风格，装修奢华典雅;酒店拥有66间20-350人功能齐全的会议室、450人学术报告厅、690人多功能影剧院; 拥有各式客房; 300座高档自助餐厅、60桌无柱式超大型宴会厅等中西各式餐厅8个、包厢22个，可安排2000人同时用餐;配套有近万平米设施齐全的健身会所;是集会议、展览、宴会、住宿、餐饮、健身等功能为一体的大型综合型酒店。	['开业：2009', '装修时间：2009', '客房数：428']	https://hotels.ctrip.com/hotels/detail/?hotelId=1701851	联系方式：0553-8398888
4	芜湖铁山宾馆	芜湖铁山宾馆位于芜湖市中心著名的风景区赭山之麓，馆内秀木扶疏、修竹雅致；花草奇异、彩蝶翩翩；岗丘环拱，曲经通幽，一派“采菊东篱下，悠然见南山”的田园风光。	['开业：1954', '装修时间：2010', '客房数：234']	https://hotels.ctrip.com/hotels/detail/?hotelId=1701885	联系方式：0553-3718888
4	黄山禾谷耕舍酒店	黄山禾谷耕舍酒店位于安徽省黄山市屯溪区；这里环境优雅、静谧宜人。	['开业：2018', '装修时间：2020', '客房数：26']	https://hotels.ctrip.com/hotels/detail/?hotelId=17297449	联系方式：0559-2589999
4	合肥望江西路洪岗地铁站亚朵酒店	合肥望江西路洪岗站地铁站亚朵酒店毗邻百大购物中心与大唐国际购物中心，地处望江路西路与潜山路交汇处。周边多栋写字楼环绕，各大公司均进驻于其中。在建地铁三号线，多条公交线路直达。是您办公及购物的好去处。	['开业：2018', '客房数：73']	https://hotels.ctrip.com/hotels/detail/?hotelId=17472402	联系方式：0551-65298777
4	黄山友于里文化酒店(徽州古城店)	“江南都江堰”的渔梁坝——明代重建，全国重点文物保护单位，位于歙县城南1公里处的练江中，是新安江上游最古老的古代拦河坝。坝上水势平坦，坝下激流奔腾。南端依龙井山，北端接渔梁古村。当年曾辉煌一时的徽商抵钱塘、下扬州都要从这里出发，堪称徽商 “梦开始的地方”。	['开业：2018', '客房数：17']	https://hotels.ctrip.com/hotels/detail/?hotelId=17527090	联系方式：18155938181
4	维也纳酒店(芜湖方特南翔万商店)	维也纳酒店（芜湖方特南翔万商店）是深圳维也纳酒店管理集团连锁酒店之一，是一座按标准兴建的酒店，酒店精心打造了111间配备齐全的客房与套房，为来自海内外的宾客卸下满身疲惫。酒店采用欧陆风情设计，以欧洲新古典主义为主体建筑风格，配以欧洲艺术佳作装饰，为宾客营造出魅力无穷的视觉享受，诠释新古典主义商务酒店新概念。酒店位于芜湖市鸠江区东部星城西区81号楼，临近芜湖南翔万商商贸城，靠近芜湖方特一二三四期约15分钟车程，距离芜湖东高速口仅1公里。酒店每一间客房均提供24小时免费热水，无线网络全覆盖，营养可口的自助早餐，大型停车场，会议室等，酒店完善的配置、标准的服务能够满足您或者您的公司的商务需求，我们将以诚挚的热情，期待您的光临。	['开业：2018', '装修时间：2019', '客房数：111']	https://hotels.ctrip.com/hotels/detail/?hotelId=17962941	联系方式：0553-5652222
4	黄山梦溪方会设计收藏酒店	酒店位于西溪南千年古村落入口旁，距离岩寺高速出口约2公里，自驾可直达门口，有免费停车位。配有半室外遮阳儿童戏水池及室内恒温戏水池。住店客人可免费畅享。200--1000年明清家具、古徽州契约，前台可预约讲解。	['开业：2018', '装修时间：2020', '客房数：21']	https://hotels.ctrip.com/hotels/detail/?hotelId=18030421	联系方式：17755973387
4	黄山翡翠度假村(黄山风景区南大门店)	“峰峦潺水绕翡翠，天然氧吧沁心脾”！在这远离世俗的近百亩徽式园林中,定能满足您隐居世外的生活向往！度假村就坐落于黄山风景区南大门翡翠谷景区内，临近南大门换乘中心，周边名胜环绕，约3公里内有九龙瀑、天湖景区、香溪漂流、石门峡、凤凰源等景区，酒店是一座典型的徽派建筑风格的园林式酒店，主楼拥有多间客房，别墅楼客房7间，大小会议室4个，可容纳200多人会议，中餐厅餐位200余个，主打徽式菜系及特色土菜。配套服务设施有室外天然泉水游泳池、台球室、羽毛球室、乒乓球室、健身房、茶吧、休闲棋牌、120余个停车位、租车服务、商场等一应俱全。一场时光的邂逅，遇见黄山翡翠度假酒店，尽可揽青山绿水入室，拥徽式古雅入怀，枕山而卧，聆潺入眠。沉浸在徽州古老的光阴里，细细品味“一生痴绝处，无梦到徽州”！	['开业：1993', '装修时间：2014', '客房数：114']	https://hotels.ctrip.com/hotels/detail/?hotelId=1813932	联系方式：13955978556
4	黄山绿地太平湖·四季君盛酒店	黄山绿地太平湖·四季君盛酒店坐落于黄山区太平湖镇，距太平湖高速口1.5公里左右，距离太平湖风景区旅游码头约4.5公里，车程约9分钟。	['开业：2018', '客房数：60']	https://hotels.ctrip.com/hotels/detail/?hotelId=18443764	联系方式：13215594218
4	西递胡同李筑梦居客栈	西递胡同李筑梦居客栈坐落于世界文化遗产西递落景区内，紧靠胡氏家祠追慕堂，出门就是景区主干道，闹中取静，是西递上佳的观景和度假之地。	['开业：2018', '装修时间：2018', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=18500028	联系方式：13956273581
4	花筑奢·黄山昱见老街8号院	花筑奢·黄山昱见老街8号院位于国家历史文化保护街区--屯溪老街核心保护区（中马路酒吧街）永新巷内，入则宁静返璞归真，出则繁华应有尽有。	['开业：2019', '客房数：19']	https://hotels.ctrip.com/hotels/detail/?hotelId=18555025	联系方式：17355919130
4	合肥蜀山智选假日酒店	合肥蜀山智选假日酒店位于蜀山区长江西路，步行可至北京华联购物中心，福乐门国际购物广场；临近合肥植物园（约2.5公里），蜀山森林公园（约3公里）等旅游景区。酒店距离地铁2号线十里庙站约100米，酒店门口设有新桥机场的停靠站“十里庙站“，每日循环发车，交通便利。	['开业：2018', '客房数：117']	https://hotels.ctrip.com/hotels/detail/?hotelId=19438841	联系方式：0551-62913319-1
4	歙县栢景新安酒店	歙县栢景新安酒店，近风景区徽州古城西大门。风格为徽系为主，雕梁画栋，古色古香，历史悠久，文化底蕴深厚。酒店共有四栋主体建筑，原名新安宾馆，始建于上世纪60年代，为当时黄山市歙县县委招待宾馆，曾接待过党和国家领导及社会各界知名人士。2017年以来，新安宾馆投资近3000余万元进行升级改造，并全权委托栢景酒店集团管理，更名为歙县栢景新安酒店。为继承和弘扬徽州文化，酒店为新安画派研究会所在地，并设新安书画艺术传播中心，常年接待全国各地的书画名家，并将其书画作品于酒店艺术长廊展示，逐步使酒店成为出入谈笑有鸿儒，往来聚会无白丁的文化休憩之所。酒店与徽州古城咫尺之间，也让入住宾朋能更好地品味源远流长、博大精深的徽州文化。	['开业：2018', '客房数：101']	https://hotels.ctrip.com/hotels/detail/?hotelId=19853356	联系方式：0559-6601555
4	宁国伯爵王朝大酒店	宁国伯爵王朝大酒店位于宁国市经济技术开发区宁阳西路，靠近鲍家花园、宁阳公园、沐恩堂、**陵园、大慈庵、大雄宝殿、方公庙景点，地理位置优越，交通便利。	['开业：2012', '装修时间：2016', '客房数：268']	https://hotels.ctrip.com/hotels/detail/?hotelId=2005959	联系方式：0563-4188888
4	安庆迎宾馆	安庆迎宾馆位于开发区黄金地段，地处景色秀丽的莲湖风景区畔，长江大桥近在眼前，交通便利。宾馆周边有天柱山、九华山、黄山、庐山等国家4A级旅游区，以及三面环水如船如渡的浮山，长江绝岛——小孤山，禅宗胜地——司空山等，令中外游客流连忘返。	['开业：1996', '装修时间：2013', '客房数：131']	https://hotels.ctrip.com/hotels/detail/?hotelId=2013610	联系方式：0556-5398210
4	合肥瑞能CEO国际酒店	合肥瑞能CEO国际酒店坐落在宁国南路与太湖路交口（星光天地）繁华地段，毗邻龙虾美食一条街和罍街美食街，从酒店驱车至汽车站均方便快捷。 	['开业：2014', '装修时间：2015', '客房数：237']	https://hotels.ctrip.com/hotels/detail/?hotelId=2082630	联系方式：0551-68136888
4	黄山璞致文化精品酒店	黄山璞致文化精品酒店位于汤口镇寨西兆成天地，环境宜人。	['开业：2018', '装修时间：2019', '客房数：59']	https://hotels.ctrip.com/hotels/detail/?hotelId=2084073	联系方式：18855911399
4	瑞居酒店(黄山屯溪老街新安江畔店)	瑞居酒店(黄山屯溪老街新安江畔店)位于前园南路（中国人民银行旁，市公安局斜对面）。附近交通便捷，高铁专线也可直达！周边商超银行药店饭店等一应俱全！	['开业：2019', '装修时间：2019', '客房数：78']	https://hotels.ctrip.com/hotels/detail/?hotelId=2104746	联系方式：0559-2346656
4	合肥贝斯特韦斯特星达城酒店	合肥贝斯特韦斯特星达城酒店位于合肥市经济技术开发区，大学城中心区域，安徽省艺校对面，距离明珠广场约900米，地铁3号线大学城北站1/2号出口步行约2分钟即可到达酒店大堂，酒店楼下即为星达城购物中心，大型超市、海底捞、金逸影城、麦当劳、屈臣氏、服饰及日用百货等配套齐全，步行可至合肥一六八玫瑰园学校、合肥工业大学、安徽大学等知名学校、学府，距离万象城、奥体中心、徽园、翡翠湖风景区、海洋世界、明珠广场会展中心约5-15分钟车程	['开业：2018', '客房数：232']	https://hotels.ctrip.com/hotels/detail/?hotelId=21133091	联系方式：0551-62957777
4	宏村拾庭画驿乡村酒店	宏村拾庭画驿乡村酒店位于黟县碧阳镇石亭村，周围环境清幽舒适。	['开业：2018', '装修时间：2018', '客房数：24']	https://hotels.ctrip.com/hotels/detail/?hotelId=22419200	联系方式：0559-5118899
4	合肥高新智选假日酒店	合肥高新智选假日酒店坐落于风景秀丽的蜀山之侧、高新技术园区，高新区管委会、大陆马牌、3M公司、思科合肥分公司、中国电子科技集团公司第十六研究所、合肥晶澳太阳能、合肥通威太阳能、合肥新华三信息安全技术、中国声谷、中国量子、中科大先进技术研究院、科大讯飞、合肥先进技术研究院、中国科技集团公司第十六研究所、四创电子、美亚光电、合肥卷烟厂等100多家大型企业入驻园区。	['开业：2018', '装修时间：2018', '客房数：195']	https://hotels.ctrip.com/hotels/detail/?hotelId=22420482	联系方式：0551-68164666
4	合肥空港大酒店	合肥空港大酒店位于建兰路与海棠花路交叉口，酒店住店宾客可享受摆渡车至机场，为您节省宝贵时间。	['开业：2015', '客房数：279']	https://hotels.ctrip.com/hotels/detail/?hotelId=2248220	联系方式：0551-68115555
4	宏村南野晴墅客栈	宏村南野晴墅客栈——“跟我走吧”带你住南野领略江南风景，在这里抬眸可见春风十里柔情，垂幕可听取蛙声一片，立岸可见落霞与孤鹜齐飞，推门便是万树松萝万朵云。无论何时，都可在南野领略这如画般的江南四时美景，恍若隔世，一定是现在快节奏生活状态下难得的小确幸，宏村南野晴墅客栈位于有着“世外小桃源”美誉的牛形古村落——-宏村。客栈以青砖，白墙，黑瓦，小院，水塘等元素，完全脱离了城市的浮华，还你们一个最清心别致的假期，这就是宏村南野晴墅客栈，“跟我走走吧”带你住南野体验世外小桃源，宏村南野晴墅客栈拥有各类景观套房与徽式套房共计12间，客房内陈设布置取材天然，竹木，桑麻，绢丝等，简约不失气质，巧妙设计与精心取材烘托了客房的别致高雅。清晨推开门窗，扑面迎来阵阵清风，和院内各色盆景与阳光交融后独有清香，使您在度假之旅倍感轻松惬意。客栈位于南湖畔一小巷中，景区停车场步行至此仅5分钟路程，行至客栈途中就可简单领略一番江南的小桥流水人家，大隐隐于村，隐南野	['开业：2018', '装修时间：2019', '客房数：9']	https://hotels.ctrip.com/hotels/detail/?hotelId=22680419	联系方式：19855696988
4	合肥蜀峰盛源酒店	蜀峰盛源酒店是安徽趣峰投资集团有限公司旗下投资1.5亿元倾力打造的现代化高端酒店，坐落于长江西路与创新大道交口南150米，距地铁2号线西站地铁口仅200米、距离新桥机场仅15分钟车程。蜀峰盛源酒店拥有各种不同房型236间，可满足不同宾客的需求。酒店拥有多功能厅及中、小型会议室3个，可同时为200-500人的会议提供接待服务。5楼岸香咖啡是所有商务人士休闲、洽谈的不二之选。	['开业：2018', '客房数：190']	https://hotels.ctrip.com/hotels/detail/?hotelId=22685647	联系方式：0551-62876777
4	黄山云上民宿	黄山云上民宿位于汤口镇山岔村直坑组，民宿距南大门约15分钟车程、翡翠谷约5分钟、宏村约45分钟，竹海茶园环绕，环境优美。	['开业：2018', '装修时间：2020', '客房数：8']	https://hotels.ctrip.com/hotels/detail/?hotelId=22774537	联系方式：0559-5587878
4	安庆皖源国际大酒店	安庆皖源国际大酒店位于风景秀丽的安徽省安庆市，地处黄山、庐山、九华山等风景名胜区的几何中心，背依风景如画的菱湖公园。安庆人杰地灵，孕育了众多的历史文化名人、艺术大师，是“桐城派”文学和黄梅戏的故乡。客人可方便往来古南岳天柱山、“长江绝岛”小孤山以及有“海上蓬莱”之称的浮山和逶迤连绵的大龙山、“千年古刹”迎江寺、振风塔等风景名胜。	['开业：2002', '装修时间：2015', '客房数：239']	https://hotels.ctrip.com/hotels/detail/?hotelId=2298363	联系方式：0556-5502799
4	芜湖东湖开元名庭酒店	芜湖东湖开元名庭酒店紧邻东湖公园，环境幽雅，设施完善，交通便利。	['开业：2020', '客房数：152']	https://hotels.ctrip.com/hotels/detail/?hotelId=2298691	联系方式：0553-2226666
4	宏村张公馆	宏村张公馆位于宏村核心景区内，由两幢300年历史的国宝级文物建筑修缮而成，占地约2亩；酒店紧邻月沼、牛角、商业街，地理位置优越。	['开业：2010', '装修时间：2018', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=2299428	联系方式：0559-5541881
4	宏村御前侍卫·塔川艺术精品酒店	宏村御前侍卫·塔川艺术精品酒店生长于中国最美秋色中的古村落。	['开业：2018', '客房数：22']	https://hotels.ctrip.com/hotels/detail/?hotelId=23481069	联系方式：18155965566
4	合肥龙宫俱乐部	合肥龙宫俱乐部位于黄山路，毗邻大蜀山，交通便利，酒店环境优雅，酒店以一流设施和服务，满足您的需求，欢迎您的入住！	['开业：2015', '客房数：25']	https://hotels.ctrip.com/hotels/detail/?hotelId=2360569	联系方式：0551-62971000
4	宏村魔宿·厢居集装箱野奢度假田园亲子·天空之境网红美宿	民宿位于黄山脚下，在黄山风景区至宏村、塔川必经之路上，旁边就是三棵树百佳摄影点，门口的宏儒公路也是世界双遗产黄山十佳风景道。	['开业：2018', '装修时间：2020', '客房数：26']	https://hotels.ctrip.com/hotels/detail/?hotelId=23649906	联系方式：18815593043
4	宏村云想缘宿	宏村云想缘宿坐落于世界文化遗产地宏村旁，步行到宏村主景区约5分钟左右路程，步行到宏村商业街约4分钟。	['开业：2018', '装修时间：2020', '客房数：32']	https://hotels.ctrip.com/hotels/detail/?hotelId=23650363	联系方式：0559-5158888
4	歙县新安宾馆	歙县新安宾馆位于歙县徽州古城旁，直线距离新安江畔约30米，出门向右步行约3分钟到达徽州古城景区，出门向左步行约5分钟到达渔梁坝景区，距离徽商大宅院约5分钟车程，牌坊群、鲍家花园约10分钟车程，距离呈坎八卦村约20分钟车程，距离深度新安江山水画廊、阳产土楼等景区约40分钟车程。	['开业：2018', '装修时间：2018', '客房数：21']	https://hotels.ctrip.com/hotels/detail/?hotelId=23865199	联系方式：0559-2750088
4	合肥高新区创新产业园亚朵酒店	合肥高新区创新产业园亚朵酒店是亚朵（上海）酒店管理有限公司旗下一家高端连锁酒店，位于花园式国家高新技术开发区内，地理位置优越，交通便利，毗邻高新区管委会，中科大先进技术研究院、科大讯飞、合肥研究院、中国科技集团公司第十六研究所、四创电子、美亚光电等100多家大型企业入驻园区。砂之船奥特莱斯、银泰城、安徽医科大学高新分院、合肥七中、彩虹中学分列酒店周边。东距合肥野生动物园5分钟车程，合肥西站10分钟车程，北距地铁2号线2KM，可直达市区。合肥新桥国际机场距离酒店仅30分钟车程。酒店设计理念是以阅读和属地摄影为主，高品质的客房产品，设施细致温馨的服务，给你带来“自然、静谧、温暖、朴实”的健康方式。所有客房均采用普兰特系列优质床品、全套高端BODYLABO体研究所草本精华洗浴用品，100M高速光纤，全WIFI覆盖，免费停车场等。酒店设有餐厅（相招）、洗烫烘干自助洗衣房（出尘）、设备精良的健身房（汗出）、及阅读会友书吧（竹居），为中高端商旅人士打造理想的住宿体验。能够在这里休憩、充电、得到心灵上的放松及人生感悟的共鸣。	['开业：2018', '客房数：80']	https://hotels.ctrip.com/hotels/detail/?hotelId=23921485	联系方式：0551-63652288
4	花筑·黄山雅园大酒店(黄山风景区南大门换乘中心店)	酒店坐落于黄山风景区南大门汤口镇繁华地段，紧邻黄山南大门。 （雅园酒店在这寒冷的冬季酒店全范围地暖供应，让您体会到春天般的温暖）	['开业：2018', '装修时间：2018', '客房数：53']	https://hotels.ctrip.com/hotels/detail/?hotelId=24274337	联系方式：0559-5573988
4	花语岸度假民宿(黄山屯溪老街店)	花语岸度假民宿是一家以旅游与休闲度假为主题的民宿。于2012年创立于丽江。花语岸旨在传递一种生活形态和生活理念的输出，注重体验式的环境营造，注重客栈与客栈、住客与住客之间的交流和互动，使客栈形成一定的社群文化。致力于创造一个住宿品牌并形成一种生活方式，能够使旅途客人在紧张、疲惫的差旅途中，通过高品质的酒店设施、服务，获得舒适的住宿环境，放松的居住空间，能够在这里休憩、充电、得到心灵上的放松及人生感悟的共鸣！	['开业：2018', '装修时间：2018', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=24410215	联系方式：18098576040
4	合肥君宇国际大酒店	合肥君宇国际大酒店坐落于合肥市主干道长江西路五里墩立交桥西北角，毗邻中国科学技术大学、安徽大学、安徽医科大学、解放军901医院，周边有1912酒吧一条街、之心城、国祯广场、国购广场等商业街区。	['开业：2018', '客房数：128']	https://hotels.ctrip.com/hotels/detail/?hotelId=24767361	联系方式：0551-62678899
4	桔子酒店(黄山风景区南大门汤口店)	酒店位于黄山市汤口镇黄山风景区南大门，座落于风景优美的黄山脚下，依山傍水，风景秀美。每到夜幕降临，华灯齐放，远眺黄山，人文到生态的转换得以深刻体现。酒店远离繁华喧嚣的商业市中心，给您提供一个全身心放松休憩的安静空间。	['开业：2018', '装修时间：2020', '客房数：110']	https://hotels.ctrip.com/hotels/detail/?hotelId=25211874	联系方式：0559-5567888
